person_age,person_gender,person_income,person_emp_exp,loan_amnt,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,person_education_Associate,person_education_Bachelor,person_education_Doctorate,person_education_High School,person_education_Master,person_home_ownership_MORTGAGE,person_home_ownership_OTHER,person_home_ownership_OWN,person_home_ownership_RENT,loan_intent_DEBTCONSOLIDATION,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE,emp_exp_ratio,credit_score_per_year,high_risk_flag,age_bin,edu_income_interaction,true_label,prediction,interpretability
27.0,0,163343.0,4,25000.0,11.12,0.15,8.0,561,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.14285714285714285,62.333333333333336,1,1,0.0,0,0,previous_loan_defaults_on_file > 0.500
24.0,0,84630.0,2,6000.0,7.66,0.07,3.0,595,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.08,148.75,0,0,0.0,0,0,previous_loan_defaults_on_file <= 0.500 → loan_percent_income <= 0.371 → loan_int_rate <= 0.588 → person_income > 0.007 → loan_int_rate <= 0.383 → person_income > 0.016 → loan_intent_VENTURE > 0.500 → credit_score_per_year <= 0.589
26.0,0,96848.0,6,15000.0,11.86,0.15,3.0,635,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0.2222222222222222,158.75,1,1,96848.0,0,0,previous_loan_defaults_on_file <= 0.500 → loan_percent_income <= 0.371 → loan_int_rate <= 0.588 → person_income > 0.007 → loan_int_rate > 0.383 → person_income > 0.027 → credit_score > 0.463 → loan_intent_DEBTCONSOLIDATION <= 0.500 → loan_int_rate <= 0.509 → credit_score > 0.532
27.0,1,96955.0,4,7500.0,12.18,0.08,5.0,567,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.14285714285714285,94.5,0,1,0.0,0,0,previous_loan_defaults_on_file > 0.500
25.0,0,56144.0,5,7000.0,8.49,0.12,2.0,657,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.19230769230769232,219.0,0,0,0.0,0,0,previous_loan_defaults_on_file > 0.500
23.0,0,92575.0,0,15000.0,11.89,0.16,2.0,605,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0,201.66666666666666,1,0,0.0,1,0,previous_loan_defaults_on_file <= 0.500 → loan_percent_income <= 0.371 → loan_int_rate <= 0.588 → person_income > 0.007 → loan_int_rate > 0.383 → person_income > 0.027 → credit_score > 0.463 → loan_intent_DEBTCONSOLIDATION > 0.500 → credit_score <= 0.772 → loan_percent_income > 0.205
26.0,1,18378.0,0,2000.0,17.49,0.11,3.0,684,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.0,171.0,0,1,0.0,1,1,previous_loan_defaults_on_file <= 0.500 → loan_percent_income <= 0.371 → loan_int_rate > 0.588 → person_home_ownership_OWN <= 0.500 → loan_int_rate > 0.645 → person_income <= 0.026 → loan_intent_EDUCATION <= 0.500 → loan_intent_VENTURE <= 0.500 → loan_intent_PERSONAL <= 0.500 → age_bin <= 0.875
25.0,0,58309.0,4,16750.0,11.01,0.29,4.0,700,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0.15384615384615385,140.0,0,0,0.0,0,0,previous_loan_defaults_on_file > 0.500
24.0,1,44080.0,3,10000.0,5.99,0.23,3.0,612,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0.12,153.0,0,0,0.0,0,0,previous_loan_defaults_on_file > 0.500
50.0,0,1081082.0,28,30000.0,12.69,0.03,15.0,643,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0.5490196078431373,40.1875,0,2,0.0,0,0,previous_loan_defaults_on_file <= 0.500 → loan_percent_income <= 0.371 → loan_int_rate <= 0.588 → person_income > 0.007 → loan_int_rate > 0.383 → person_income > 0.027 → credit_score > 0.463 → loan_intent_DEBTCONSOLIDATION > 0.500 → credit_score <= 0.772 → loan_percent_income <= 0.205
23.0,0,46827.0,0,8400.0,13.8,0.18,2.0,685,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0.0,228.33333333333334,1,0,0.0,0,0,previous_loan_defaults_on_file > 0.500
35.0,1,106523.0,12,6000.0,15.37,0.06,8.0,610,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0.3333333333333333,67.77777777777777,0,1,0.0,0,1,previous_loan_defaults_on_file <= 0.500 → loan_percent_income <= 0.371 → loan_int_rate > 0.588 → person_home_ownership_OWN <= 0.500 → loan_int_rate > 0.645 → person_income > 0.026 → loan_intent_DEBTCONSOLIDATION <= 0.500 → loan_intent_MEDICAL <= 0.500 → person_home_ownership_MORTGAGE <= 0.500 → person_income > 0.030
25.0,1,96603.0,3,12000.0,10.3,0.12,3.0,623,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.11538461538461539,155.75,0,0,0.0,0,0,previous_loan_defaults_on_file > 0.500
30.0,0,94563.0,8,4589.0,7.7,0.05,8.0,654,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0.25806451612903225,72.66666666666667,0,1,0.0,0,0,previous_loan_defaults_on_file <= 0.500 → loan_percent_income <= 0.371 → loan_int_rate <= 0.588 → person_income > 0.007 → loan_int_rate <= 0.383 → person_income > 0.016 → loan_intent_VENTURE > 0.500 → credit_score_per_year <= 0.589
24.0,1,99234.0,1,14484.0,7.89,0.15,3.0,559,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.04,139.75,0,0,0.0,0,0,previous_loan_defaults_on_file > 0.500
23.0,1,91722.0,3,24000.0,9.81,0.26,3.0,587,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0.125,146.75,0,0,0.0,0,0,previous_loan_defaults_on_file > 0.500
28.0,0,44376.0,4,12000.0,5.42,0.27,10.0,579,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.13793103448275862,52.63636363636363,0,1,0.0,1,1,previous_loan_defaults_on_file <= 0.500 → loan_percent_income > 0.371 → person_home_ownership_RENT > 0.500 → loan_percent_income > 0.386
23.0,1,30849.0,0,5600.0,11.11,0.18,4.0,641,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.0,128.2,1,0,30849.0,0,0,previous_loan_defaults_on_file > 0.500
36.0,1,31553.0,11,8700.0,12.23,0.28,14.0,661,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.2972972972972973,44.06666666666667,1,2,0.0,1,1,previous_loan_defaults_on_file <= 0.500 → loan_percent_income > 0.371 → person_home_ownership_RENT <= 0.500 → person_income > 0.007 → loan_int_rate <= 0.594 → person_home_ownership_OWN <= 0.500 → loan_int_rate > 0.346 → credit_score > 0.643 → person_income <= 0.016 → credit_score_per_year <= 0.335
29.0,1,41423.0,5,5000.0,13.92,0.12,10.0,618,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0.16666666666666666,56.18181818181818,0,1,0.0,0,0,previous_loan_defaults_on_file <= 0.500 → loan_percent_income <= 0.371 → loan_int_rate <= 0.588 → person_income > 0.007 → loan_int_rate > 0.383 → person_income <= 0.027 → person_home_ownership_OWN <= 0.500 → loan_intent_HOMEIMPROVEMENT <= 0.500 → credit_score > 0.547 → person_income <= 0.026
40.0,0,50304.0,21,6000.0,12.53,0.12,11.0,668,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.5121951219512195,55.666666666666664,0,2,0.0,0,0,previous_loan_defaults_on_file > 0.500
27.0,1,32393.0,6,12000.0,13.22,0.37,5.0,652,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.21428571428571427,108.66666666666667,1,1,0.0,1,1,previous_loan_defaults_on_file <= 0.500 → loan_percent_income > 0.371 → person_home_ownership_RENT > 0.500 → loan_percent_income > 0.386
29.0,1,75582.0,8,1557.0,12.88,0.02,6.0,604,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0.26666666666666666,86.28571428571429,0,1,75582.0,0,0,previous_loan_defaults_on_file <= 0.500 → loan_percent_income <= 0.371 → loan_int_rate <= 0.588 → person_income > 0.007 → loan_int_rate > 0.383 → person_income > 0.027 → credit_score > 0.463 → loan_intent_DEBTCONSOLIDATION <= 0.500 → loan_int_rate > 0.509 → person_income <= 0.028
30.0,1,75789.0,5,15000.0,6.03,0.2,10.0,556,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.16129032258064516,50.54545454545455,0,1,0.0,0,0,previous_loan_defaults_on_file <= 0.500 → loan_percent_income <= 0.371 → loan_int_rate <= 0.588 → person_income > 0.007 → loan_int_rate <= 0.383 → person_income > 0.016 → loan_intent_VENTURE > 0.500 → credit_score_per_year <= 0.589
28.0,1,73246.0,6,15000.0,11.99,0.2,6.0,559,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.20689655172413793,79.85714285714286,1,1,0.0,0,0,previous_loan_defaults_on_file > 0.500
26.0,0,63539.0,7,3000.0,9.12,0.05,4.0,495,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0.25925925925925924,99.0,0,1,0.0,0,0,previous_loan_defaults_on_file > 0.500
33.0,0,18208.0,7,3000.0,11.83,0.16,5.0,575,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.20588235294117646,95.83333333333333,1,1,18208.0,1,1,previous_loan_defaults_on_file <= 0.500 → loan_percent_income <= 0.371 → loan_int_rate <= 0.588 → person_income <= 0.007 → loan_percent_income > 0.189 → person_income <= 0.007
57.0,0,94036.0,35,6625.0,7.66,0.07,29.0,694,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.603448275862069,23.133333333333333,0,3,0.0,0,0,previous_loan_defaults_on_file <= 0.500 → loan_percent_income <= 0.371 → loan_int_rate <= 0.588 → person_income > 0.007 → loan_int_rate <= 0.383 → person_income > 0.016 → loan_intent_VENTURE > 0.500 → credit_score_per_year <= 0.589
48.0,1,39842.0,28,2000.0,17.27,0.05,16.0,652,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.5714285714285714,38.35294117647059,0,2,0.0,1,1,previous_loan_defaults_on_file <= 0.500 → loan_percent_income <= 0.371 → loan_int_rate > 0.588 → person_home_ownership_OWN <= 0.500 → loan_int_rate > 0.645 → person_income <= 0.026 → loan_intent_EDUCATION <= 0.500 → loan_intent_VENTURE > 0.500 → credit_score <= 0.683 → loan_int_rate > 0.677
29.0,1,37140.0,6,6600.0,13.85,0.18,8.0,594,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0.2,66.0,1,1,0.0,0,0,previous_loan_defaults_on_file > 0.500
29.0,1,145161.0,6,12000.0,13.48,0.08,7.0,668,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0.2,83.5,0,1,0.0,0,0,previous_loan_defaults_on_file > 0.500
23.0,0,80130.0,4,10000.0,10.62,0.12,4.0,675,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0.16666666666666666,135.0,0,0,80130.0,0,0,previous_loan_defaults_on_file <= 0.500 → loan_percent_income <= 0.371 → loan_int_rate <= 0.588 → person_income > 0.007 → loan_int_rate <= 0.383 → person_income > 0.016 → loan_intent_VENTURE <= 0.500 → person_income > 0.027 → person_income <= 0.270 → credit_score > 0.277
22.0,0,70844.0,0,10000.0,8.8,0.14,4.0,666,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0.0,133.2,0,0,70844.0,0,0,previous_loan_defaults_on_file > 0.500
23.0,1,59488.0,0,8000.0,13.17,0.13,4.0,551,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0.0,110.2,1,0,0.0,1,0,previous_loan_defaults_on_file <= 0.500 → loan_percent_income <= 0.371 → loan_int_rate <= 0.588 → person_income > 0.007 → loan_int_rate > 0.383 → person_income <= 0.027 → person_home_ownership_OWN <= 0.500 → loan_intent_HOMEIMPROVEMENT > 0.500 → person_income > 0.020 → person_income <= 0.024
28.0,0,73200.0,5,1500.0,16.77,0.02,8.0,709,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0.1724137931034483,78.77777777777777,0,1,0.0,0,0,previous_loan_defaults_on_file > 0.500
25.0,1,36182.0,3,8875.0,12.69,0.25,3.0,577,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0.11538461538461539,144.25,1,0,0.0,1,0,previous_loan_defaults_on_file <= 0.500 → loan_percent_income > 0.371 → person_home_ownership_RENT <= 0.500 → person_income > 0.007 → loan_int_rate <= 0.594 → person_home_ownership_OWN <= 0.500 → loan_int_rate > 0.346 → credit_score <= 0.643 → loan_intent_HOMEIMPROVEMENT <= 0.500 → credit_score_per_year <= 0.658
23.0,1,44260.0,1,12000.0,12.53,0.27,2.0,674,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0.041666666666666664,224.66666666666666,1,0,0.0,0,0,previous_loan_defaults_on_file > 0.500
25.0,0,54872.0,6,10000.0,9.99,0.18,4.0,688,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.23076923076923078,137.6,0,0,0.0,0,0,previous_loan_defaults_on_file > 0.500
24.0,1,110331.0,0,10000.0,10.99,0.09,4.0,591,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0,118.2,0,0,0.0,0,0,previous_loan_defaults_on_file > 0.500
26.0,1,96631.0,4,14000.0,11.01,0.14,2.0,480,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.14814814814814814,160.0,0,1,0.0,0,0,previous_loan_defaults_on_file > 0.500
23.0,1,68330.0,2,4000.0,11.49,0.06,4.0,623,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0.08333333333333333,124.6,0,0,0.0,0,0,previous_loan_defaults_on_file > 0.500
60.0,0,55676.0,39,20000.0,10.0,0.36,26.0,634,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.639344262295082,23.48148148148148,0,3,0.0,1,1,previous_loan_defaults_on_file <= 0.500 → loan_percent_income > 0.371 → person_home_ownership_RENT > 0.500 → loan_percent_income > 0.386
30.0,0,45021.0,9,12000.0,10.12,0.27,7.0,596,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.2903225806451613,74.5,0,1,0.0,1,1,previous_loan_defaults_on_file <= 0.500 → loan_percent_income > 0.371 → person_home_ownership_RENT > 0.500 → loan_percent_income > 0.386
35.0,0,88152.0,12,15000.0,15.57,0.17,8.0,553,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0.3333333333333333,61.44444444444444,1,1,0.0,1,1,previous_loan_defaults_on_file <= 0.500 → loan_percent_income <= 0.371 → loan_int_rate > 0.588 → person_home_ownership_OWN <= 0.500 → loan_int_rate > 0.645 → person_income > 0.026 → loan_intent_DEBTCONSOLIDATION <= 0.500 → loan_intent_MEDICAL <= 0.500 → person_home_ownership_MORTGAGE <= 0.500 → person_income > 0.030
27.0,1,50224.0,3,23737.0,11.52,0.47,6.0,667,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.10714285714285714,95.28571428571429,1,1,0.0,0,0,previous_loan_defaults_on_file <= 0.500 → loan_percent_income > 0.371 → person_home_ownership_RENT <= 0.500 → person_income > 0.007 → loan_int_rate <= 0.594 → person_home_ownership_OWN <= 0.500 → loan_int_rate > 0.346 → credit_score > 0.643 → person_income > 0.016 → person_emp_exp <= 0.309
32.0,1,119435.0,10,5400.0,9.38,0.05,6.0,710,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0.30303030303030304,101.42857142857143,0,1,0.0,0,0,previous_loan_defaults_on_file <= 0.500 → loan_percent_income <= 0.371 → loan_int_rate <= 0.588 → person_income > 0.007 → loan_int_rate <= 0.383 → person_income > 0.016 → loan_intent_VENTURE <= 0.500 → person_income > 0.027 → person_income <= 0.270 → credit_score > 0.277
28.0,0,109458.0,9,25000.0,11.86,0.23,6.0,655,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0.3103448275862069,93.57142857142857,1,1,0.0,0,0,previous_loan_defaults_on_file <= 0.500 → loan_percent_income <= 0.371 → loan_int_rate <= 0.588 → person_income > 0.007 → loan_int_rate > 0.383 → person_income > 0.027 → credit_score > 0.463 → loan_intent_DEBTCONSOLIDATION <= 0.500 → loan_int_rate <= 0.509 → credit_score > 0.532
27.0,1,22682.0,3,8000.0,10.75,0.35,10.0,639,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.10714285714285714,58.09090909090909,0,1,0.0,1,1,previous_loan_defaults_on_file <= 0.500 → loan_percent_income > 0.371 → person_home_ownership_RENT > 0.500 → loan_percent_income > 0.386
31.0,0,51792.0,11,5000.0,11.86,0.1,9.0,688,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.34375,68.8,0,1,0.0,0,0,previous_loan_defaults_on_file > 0.500
23.0,1,95789.0,0,3200.0,7.88,0.03,2.0,614,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,204.66666666666666,0,0,0.0,0,0,previous_loan_defaults_on_file > 0.500
33.0,1,104367.0,7,3600.0,13.98,0.03,5.0,547,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.20588235294117646,91.16666666666667,0,1,0.0,1,0,previous_loan_defaults_on_file <= 0.500 → loan_percent_income <= 0.371 → loan_int_rate <= 0.588 → person_income > 0.007 → loan_int_rate > 0.383 → person_income > 0.027 → credit_score <= 0.463 → loan_amnt <= 0.435 → credit_score > 0.316 → emp_exp_ratio > 0.072
22.0,1,96673.0,1,20000.0,13.98,0.21,4.0,616,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0.043478260869565216,123.2,1,0,0.0,0,0,previous_loan_defaults_on_file > 0.500
31.0,0,44687.0,6,5000.0,10.36,0.11,9.0,689,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.1875,68.9,0,1,0.0,0,0,previous_loan_defaults_on_file > 0.500
28.0,1,192956.0,6,8000.0,12.69,0.04,7.0,611,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.20689655172413793,76.375,0,1,0.0,0,0,previous_loan_defaults_on_file > 0.500
31.0,1,36688.0,13,6000.0,8.49,0.16,7.0,625,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.40625,78.125,0,1,0.0,0,0,previous_loan_defaults_on_file > 0.500
26.0,1,180967.0,1,15000.0,12.21,0.08,2.0,685,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0.037037037037037035,228.33333333333334,0,1,0.0,0,0,previous_loan_defaults_on_file > 0.500
25.0,1,91306.0,3,5000.0,12.75,0.05,4.0,665,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0.11538461538461539,133.0,0,0,91306.0,0,0,previous_loan_defaults_on_file > 0.500
25.0,1,64871.0,2,3000.0,13.99,0.05,4.0,583,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0.07692307692307693,116.6,0,0,0.0,0,0,previous_loan_defaults_on_file <= 0.500 → loan_percent_income <= 0.371 → loan_int_rate <= 0.588 → person_income > 0.007 → loan_int_rate > 0.383 → person_income <= 0.027 → person_home_ownership_OWN <= 0.500 → loan_intent_HOMEIMPROVEMENT <= 0.500 → credit_score <= 0.547 → credit_score > 0.331
26.0,1,67149.0,4,10000.0,6.99,0.15,3.0,617,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0.14814814814814814,154.25,0,1,0.0,0,0,previous_loan_defaults_on_file > 0.500
25.0,1,87233.0,0,16000.0,17.14,0.18,3.0,702,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0.0,175.5,1,0,87233.0,0,0,previous_loan_defaults_on_file > 0.500
24.0,1,34510.0,4,5600.0,14.12,0.16,2.0,601,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0.16,200.33333333333334,1,0,0.0,1,1,previous_loan_defaults_on_file <= 0.500 → loan_percent_income <= 0.371 → loan_int_rate > 0.588 → person_home_ownership_OWN <= 0.500 → loan_int_rate <= 0.645 → person_income <= 0.017 → credit_score <= 0.730 → loan_amnt <= 0.223 → loan_int_rate <= 0.613 → credit_score_per_year > 0.610
25.0,1,60889.0,4,20000.0,15.27,0.33,4.0,576,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.15384615384615385,115.2,1,0,0.0,0,0,previous_loan_defaults_on_file > 0.500
22.0,1,199596.0,0,12000.0,12.99,0.06,3.0,641,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,160.25,0,0,0.0,0,0,previous_loan_defaults_on_file <= 0.500 → loan_percent_income <= 0.371 → loan_int_rate <= 0.588 → person_income > 0.007 → loan_int_rate > 0.383 → person_income > 0.027 → credit_score > 0.463 → loan_intent_DEBTCONSOLIDATION <= 0.500 → loan_int_rate > 0.509 → person_income > 0.028
34.0,0,85221.0,12,20000.0,11.01,0.23,9.0,530,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.34285714285714286,53.0,0,1,0.0,0,0,previous_loan_defaults_on_file > 0.500
28.0,0,39572.0,6,12000.0,14.24,0.3,10.0,669,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.20689655172413793,60.81818181818182,1,1,0.0,1,1,previous_loan_defaults_on_file <= 0.500 → loan_percent_income > 0.371 → person_home_ownership_RENT > 0.500 → loan_percent_income > 0.386
23.0,0,79144.0,0,9000.0,7.88,0.11,3.0,651,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,162.75,0,0,0.0,0,0,previous_loan_defaults_on_file <= 0.500 → loan_percent_income <= 0.371 → loan_int_rate <= 0.588 → person_income > 0.007 → loan_int_rate <= 0.383 → person_income > 0.016 → loan_intent_VENTURE <= 0.500 → person_income > 0.027 → person_income <= 0.270 → credit_score > 0.277
24.0,0,117453.0,0,9300.0,6.17,0.08,2.0,528,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0,176.0,0,0,0.0,0,0,previous_loan_defaults_on_file > 0.500
24.0,1,217017.0,0,21000.0,11.48,0.1,3.0,577,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0.0,144.25,0,0,0.0,0,0,previous_loan_defaults_on_file > 0.500
25.0,1,58362.0,1,3000.0,9.32,0.05,4.0,665,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0.038461538461538464,133.0,0,0,0.0,1,0,previous_loan_defaults_on_file <= 0.500 → loan_percent_income <= 0.371 → loan_int_rate <= 0.588 → person_income > 0.007 → loan_int_rate <= 0.383 → person_income > 0.016 → loan_intent_VENTURE <= 0.500 → person_income <= 0.027 → credit_score > 0.588 → person_income <= 0.026
28.0,0,54684.0,5,1500.0,11.12,0.03,7.0,625,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.1724137931034483,78.125,0,1,0.0,0,0,previous_loan_defaults_on_file > 0.500
22.0,0,38406.0,0,3200.0,11.99,0.08,2.0,593,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.0,197.66666666666666,0,0,0.0,0,0,previous_loan_defaults_on_file > 0.500
28.0,1,64959.0,6,10000.0,12.98,0.15,10.0,483,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.20689655172413793,43.90909090909091,1,1,0.0,0,0,previous_loan_defaults_on_file > 0.500
22.0,0,25442.0,0,2400.0,11.49,0.09,5.0,597,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.0,99.5,0,0,0.0,0,0,previous_loan_defaults_on_file > 0.500
26.0,0,40770.0,3,4801.0,12.69,0.12,4.0,689,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.1111111111111111,137.8,0,1,40770.0,0,0,previous_loan_defaults_on_file > 0.500
23.0,0,48949.0,0,5000.0,7.68,0.1,3.0,673,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.0,168.25,0,0,0.0,0,0,previous_loan_defaults_on_file <= 0.500 → loan_percent_income <= 0.371 → loan_int_rate <= 0.588 → person_income > 0.007 → loan_int_rate <= 0.383 → person_income > 0.016 → loan_intent_VENTURE <= 0.500 → person_income <= 0.027 → credit_score > 0.588 → person_income <= 0.026
21.0,1,25606.0,0,4000.0,11.86,0.16,2.0,605,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0.0,201.66666666666666,1,0,0.0,0,0,previous_loan_defaults_on_file <= 0.500 → loan_percent_income <= 0.371 → loan_int_rate <= 0.588 → person_income > 0.007 → loan_int_rate > 0.383 → person_income <= 0.027 → person_home_ownership_OWN <= 0.500 → loan_intent_HOMEIMPROVEMENT <= 0.500 → credit_score <= 0.547 → credit_score > 0.331
22.0,1,120956.0,1,1200.0,8.59,0.01,4.0,642,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.043478260869565216,128.4,0,0,0.0,0,0,previous_loan_defaults_on_file > 0.500
41.0,0,97037.0,17,10000.0,10.85,0.1,13.0,596,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.40476190476190477,42.57142857142857,0,2,0.0,0,0,previous_loan_defaults_on_file > 0.500
22.0,1,74600.0,2,10000.0,14.22,0.13,2.0,620,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.08695652173913043,206.66666666666666,1,0,0.0,0,0,previous_loan_defaults_on_file <= 0.500 → loan_percent_income <= 0.371 → loan_int_rate > 0.588 → person_home_ownership_OWN <= 0.500 → loan_int_rate <= 0.645 → person_income > 0.017 → loan_intent_DEBTCONSOLIDATION <= 0.500 → person_income <= 0.046 → credit_score > 0.527 → person_income > 0.017
38.0,1,99078.0,19,8000.0,18.3,0.08,16.0,581,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.48717948717948717,34.1764705882353,0,2,0.0,0,0,previous_loan_defaults_on_file > 0.500
25.0,1,120761.0,2,7500.0,6.54,0.06,4.0,626,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0.07692307692307693,125.2,0,0,0.0,0,0,previous_loan_defaults_on_file > 0.500
22.0,1,73235.0,0,5000.0,11.83,0.07,4.0,672,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,134.4,0,0,0.0,0,0,previous_loan_defaults_on_file > 0.500
24.0,0,30121.0,5,10000.0,10.99,0.33,4.0,704,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.2,140.8,0,0,0.0,1,1,previous_loan_defaults_on_file <= 0.500 → loan_percent_income > 0.371 → person_home_ownership_RENT > 0.500 → loan_percent_income > 0.386
29.0,1,67217.0,6,4000.0,10.17,0.06,8.0,700,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0.2,77.77777777777777,0,1,0.0,0,0,previous_loan_defaults_on_file > 0.500
36.0,1,188259.0,9,1957.0,7.87,0.01,14.0,624,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0.24324324324324326,41.6,0,2,0.0,0,0,previous_loan_defaults_on_file > 0.500
24.0,1,60950.0,1,8000.0,7.74,0.13,4.0,595,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.04,119.0,0,0,0.0,0,0,previous_loan_defaults_on_file <= 0.500 → loan_percent_income <= 0.371 → loan_int_rate <= 0.588 → person_income > 0.007 → loan_int_rate <= 0.383 → person_income > 0.016 → loan_intent_VENTURE <= 0.500 → person_income <= 0.027 → credit_score <= 0.588 → person_home_ownership_OWN <= 0.500
26.0,1,37087.0,3,8000.0,12.99,0.22,2.0,610,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.1111111111111111,203.33333333333334,1,1,0.0,0,0,previous_loan_defaults_on_file > 0.500
